sweetness,body,carbonation,flavor,alcohol,acidity,aroma_intensity,finish,bti_code,is_hard
1.02,3.92,2.11,8.87,5.03,7.14,5.39,6.28,DLMUL,0
1.13,4.15,4.22,2.32,4.77,7.19,3.34,3.66,DLMCL,0
0.64,5.47,7.26,5.07,8.82,6.16,3.05,5.2,DLFUH,1
7.48,3.64,8.82,8.7,5.72,3.44,5.72,4.09,SLFUL,0
2.62,8.08,6.47,2.48,10.0,3.76,2.49,4.47,DHMCH,1
7.78,3.87,7.56,3.0,5.22,4.57,5.61,8.35,SLFCL,0
6.21,1.98,1.54,9.6,9.94,5.52,4.41,4.53,SLMUH,1
8.6,2.32,6.54,0.81,9.4,3.1,2.98,5.79,SLFCH,0
1.06,6.28,7.63,8.0,8.74,7.69,6.07,4.57,DHFUH,1
4.64,1.81,5.35,6.92,9.77,6.18,8.41,7.11,DLFUH,0
2.05,9.45,2.85,7.84,4.78,4.11,1.72,6.45,DHMUL,0
2.47,2.69,9.71,1.98,5.25,6.6,5.15,8.51,DLFCL,0
2.55,2.21,2.4,2.25,5.09,7.21,1.15,4.64,DLMCL,0
7.88,2.41,6.24,7.28,5.06,5.34,5.7,6.38,SLFUL,0
7.93,7.76,7.52,9.67,9.05,6.73,4.81,2.78,SHFUH,0
3.22,2.69,3.59,8.77,9.99,4.18,5.74,5.75,DLMUH,0
5.47,7.93,7.53,2.94,8.52,5.39,7.07,5.12,SHFCH,1
3.18,7.29,7.02,6.71,9.36,7.81,4.91,3.28,DHFUH,0
7.58,7.32,7.18,7.7,5.45,6.05,5.83,4.64,SHFUL,0
5.68,2.87,3.35,3.63,5.49,6.6,5.35,5.35,DLMCL,1
3.06,1.68,3.6,1.21,9.58,6.73,1.77,8.03,DLMCH,0
7.77,7.12,8.4,8.79,5.58,4.59,6.13,5.12,SHFUL,0
5.86,3.59,8.08,7.44,8.92,4.27,2.79,4.6,SLFUH,1
6.65,8.36,7.71,0.93,5.46,6.9,3.71,4.99,SHFCL,0
2.72,6.96,0.56,2.63,8.73,4.13,5.72,7.13,DHMCH,1
7.6,5.5,3.57,7.19,9.36,6.22,7.72,7.11,SHMUH,1
1.1,7.83,2.2,2.02,5.52,7.22,7.69,6.97,DHMCL,0
0.57,3.41,7.66,6.27,9.03,2.92,3.22,4.59,DLFUH,1
2.83,8.04,3.24,6.76,9.94,7.19,4.69,4.53,DHMUH,0
1.26,3.21,8.08,3.77,10.0,6.95,4.83,3.71,DLFCH,0
3.11,2.61,7.4,7.48,9.62,3.96,4.73,6.78,DLFUH,0
5.94,7.73,3.47,2.79,4.05,4.81,6.11,2.18,SHMCL,0
2.97,2.7,8.13,2.63,5.49,5.14,6.18,6.31,DLFCL,0
2.32,8.34,7.07,7.25,4.32,4.03,7.64,5.11,DHFUL,0
7.46,4.3,3.16,2.09,9.64,4.47,6.29,3.0,SLMCH,0
7.9,6.85,6.81,7.91,4.92,2.11,2.82,3.28,SHFUL,0
9.18,1.88,8.78,1.77,10.0,6.85,4.56,7.49,SLFCH,0
1.44,2.97,2.45,6.61,7.76,3.83,5.78,4.65,DLMUL,1
6.17,2.65,7.3,3.91,5.3,6.45,8.79,4.41,SLFUL,1
1.53,7.82,1.13,7.02,3.71,5.36,4.25,2.77,DHMUL,0
9.47,9.94,4.79,7.4,4.57,4.6,4.37,6.22,SHFUL,0
5.29,2.97,7.51,3.32,9.93,4.75,5.26,3.88,SLFCH,0
6.88,1.38,2.94,8.7,4.46,5.43,3.45,4.54,SLMUL,0
8.17,7.5,5.05,7.11,9.69,9.24,5.29,4.9,SHMUH,0
2.5,6.14,4.87,2.13,5.45,5.57,3.15,7.16,DHMCL,1
2.84,7.82,2.91,3.12,3.74,4.45,1.73,5.05,DHMCL,0
3.58,9.35,7.24,7.53,4.69,4.48,7.57,3.49,DHFUL,0
0.95,6.59,7.12,7.15,9.42,6.55,6.87,8.01,DHFUH,0
1.7,1.73,3.66,4.22,9.59,4.71,4.37,4.47,DLMCH,1
7.48,2.42,2.09,3.68,9.19,2.68,3.98,6.99,SLMCH,0
1.39,8.34,8.69,4.41,4.89,5.6,0.71,5.45,DHFCL,1
7.36,6.7,8.1,7.44,5.29,4.32,3.19,7.6,SHFUL,0
1.15,7.19,6.75,3.37,8.91,6.58,3.87,0.89,DHFCL,1
3.38,6.97,8.33,7.34,4.56,4.4,3.2,7.98,DHFUL,0
2.28,2.66,2.37,1.47,9.48,6.49,3.42,4.44,DLMCH,0
1.51,2.79,8.42,3.16,6.15,3.85,2.93,3.51,DLFCL,0
0.65,7.19,6.3,9.21,5.15,3.85,5.05,1.09,DHFUL,0
6.57,6.6,7.42,2.05,4.32,4.34,4.29,3.99,SHFCL,0
1.16,3.44,2.17,8.36,4.51,5.27,5.53,4.77,DLMUL,0
4.03,7.56,8.07,0.66,4.59,3.39,2.16,5.18,DHFCL,0
2.53,1.38,5.42,4.86,4.62,5.35,4.55,6.01,DLFCL,1
6.03,6.86,1.97,7.28,4.04,5.89,6.0,5.76,SHMUL,0
8.43,2.01,1.16,7.99,9.38,3.19,5.75,7.15,SLMUH,0
2.77,1.52,3.41,6.14,8.56,4.16,7.93,7.85,DLMUH,0
8.13,5.28,7.95,6.92,10.0,5.61,2.39,5.4,SHFUH,0
8.45,0.25,1.67,1.72,3.61,3.55,3.63,4.7,SLMCL,0
8.15,7.49,3.01,2.08,6.34,2.65,6.89,7.05,SHMCL,0
3.11,7.24,2.33,8.77,4.55,5.14,6.43,6.21,DHMUL,0
2.68,9.41,3.35,7.08,8.69,2.9,3.56,5.5,DHMUL,1
6.66,6.41,7.92,8.87,4.76,4.68,6.61,2.28,SHFUL,0
4.71,4.53,8.07,8.91,5.56,5.11,3.24,4.1,DLFUL,1
6.94,2.89,7.53,7.2,4.8,4.24,2.53,5.57,SLFUL,0
2.21,6.91,6.86,7.73,9.43,4.67,5.56,3.7,DHFUH,1
4.3,2.86,7.15,1.55,10.0,4.24,4.25,4.44,DLFCH,1
7.81,7.02,7.52,0.66,9.78,5.24,7.96,5.01,SHFCH,0
6.6,6.75,6.1,4.77,9.47,2.86,5.64,4.6,SHFCH,1
3.2,2.25,0.53,7.6,9.76,6.44,4.89,4.44,DLMUH,0
1.93,8.01,8.28,3.07,8.73,6.43,2.94,5.82,DHFCH,1
0.94,3.04,8.52,1.72,4.32,1.77,4.6,4.13,DLFCL,0
3.14,2.11,2.49,2.34,5.2,7.11,5.14,5.97,DLMCL,0
6.23,8.48,2.44,7.6,9.49,3.31,3.99,4.07,SHMUH,0
2.34,1.85,2.24,8.63,8.9,3.74,6.88,5.11,DLMUH,0
5.78,1.28,2.33,1.56,9.33,1.16,3.31,7.2,SLMCH,1
5.86,8.65,4.65,8.78,10.0,5.34,3.74,5.11,SHMUH,0
7.74,7.46,8.2,6.92,9.58,4.74,2.81,5.19,SHFUH,0
1.87,7.5,6.87,1.94,10.0,6.54,2.53,3.77,DHFCH,0
9.0,8.63,2.47,1.27,9.15,2.27,6.42,2.6,SHMCH,0
7.11,6.8,7.75,2.94,9.76,3.53,2.53,5.39,SHFCH,0
1.94,6.63,1.36,8.5,8.12,3.74,5.18,7.37,DHMUH,1
3.54,2.97,6.8,6.11,9.92,5.44,4.85,4.61,DLMUH,1
7.64,5.95,7.28,4.29,9.58,4.15,2.36,7.07,SHFCH,0
7.74,7.4,3.86,2.26,3.93,3.8,5.83,5.59,SHMCL,0
5.53,1.2,7.51,0.64,9.32,2.91,7.46,8.25,SLFCH,0
8.25,4.99,6.79,2.69,9.84,3.25,4.7,4.63,SHFCH,1
3.87,2.54,4.28,5.31,4.71,7.32,4.44,6.08,DLMUL,1
4.28,2.74,4.7,2.76,9.03,5.37,4.29,3.29,SLMCH,1
7.24,3.58,7.05,2.45,10.0,5.69,3.86,5.24,SLFCH,0
3.3,2.84,9.93,7.6,5.88,3.89,4.94,5.93,DLFUL,1
1.19,3.17,6.73,1.92,5.19,4.26,6.34,3.84,DLFCL,0
7.44,2.33,3.42,2.93,7.69,6.0,6.63,5.55,SLMCL,1
6.34,7.66,3.23,0.91,5.02,4.67,5.51,4.98,SHMCL,0
8.15,8.18,8.55,7.07,4.98,4.95,7.53,0.75,SHFUL,0
3.7,7.79,2.14,2.84,3.24,5.57,0.0,2.41,DHMCL,0
8.39,2.42,9.12,6.8,9.62,4.47,5.88,3.83,SLFUH,0
1.59,1.93,1.97,1.43,10.0,3.55,3.95,6.88,DLMCH,0
6.66,4.9,3.74,7.45,5.78,2.04,4.92,4.94,SLMUL,1
7.93,7.28,7.24,6.18,9.11,5.56,4.92,6.23,SHFUH,0
8.48,0.72,8.17,7.72,3.8,7.28,0.84,6.41,SLFUL,1
8.98,8.03,7.83,7.19,5.4,4.98,4.45,6.04,SHFUL,0
3.08,7.9,1.0,3.09,9.88,6.87,8.18,2.46,DHMCH,0
1.73,1.92,2.04,5.65,5.52,6.79,3.95,5.52,DLMUL,0
7.98,7.96,5.25,3.11,10.0,4.54,3.51,4.53,SHMCH,0
7.56,5.13,5.54,2.52,4.98,2.17,4.4,5.08,SHFCL,1
7.27,6.06,7.68,3.04,7.65,5.1,5.63,6.24,SHFCL,1
7.39,2.07,5.41,2.89,4.77,1.85,6.26,7.15,SLFCL,0
7.93,7.48,7.0,0.95,4.69,3.39,2.41,3.81,SHFCL,0
2.21,8.9,7.67,9.77,9.34,5.39,7.86,2.73,DHFUH,0
6.65,1.42,2.84,2.88,5.77,6.65,4.8,3.13,SLMCL,0
1.52,8.21,1.87,0.0,9.89,3.45,5.7,7.09,DHMCH,0
8.75,2.25,4.56,0.09,7.51,4.56,3.39,6.07,SLMCL,1
0.87,8.69,8.12,6.2,9.12,4.96,3.21,1.99,DHFUH,0
6.8,6.53,7.59,3.75,10.0,5.76,8.21,4.47,SHFCH,0
7.54,6.43,5.27,7.74,8.31,3.51,2.34,2.53,SHFUH,0
4.17,7.1,6.56,2.26,6.47,7.09,3.72,5.97,DHFCL,1
9.45,1.77,9.24,7.13,8.56,6.93,7.1,3.64,SLFUH,0
9.41,3.72,6.7,7.42,5.07,7.29,5.66,5.26,SLFUL,0
8.63,5.16,4.09,2.88,5.65,3.17,3.75,5.22,SHMCL,0
6.88,5.73,5.17,2.51,4.88,2.79,5.75,1.38,SHMCL,1
3.74,7.07,0.0,0.8,4.5,4.16,4.39,5.06,DHMCL,0
2.68,2.08,1.55,1.02,8.56,4.44,4.87,3.69,DLMCH,0
6.8,7.93,2.73,5.91,4.01,5.64,3.78,5.45,SHMUL,0
7.2,3.18,4.55,4.29,5.68,3.62,6.28,5.96,SLMCL,1
2.53,2.02,2.17,3.5,5.32,7.01,4.77,3.96,DLMCL,0
0.9,6.74,2.65,2.87,5.25,3.02,6.28,3.8,DHMCL,0
8.55,5.66,6.74,3.02,9.24,4.71,3.23,4.98,SHFCH,1
7.91,7.7,1.32,1.5,9.74,7.21,5.23,4.38,SHMCH,0
4.14,7.03,2.63,3.26,8.26,4.22,5.55,0.65,DHMCH,0
1.53,8.06,2.52,4.81,5.75,5.2,3.77,6.49,DHMUL,0
6.26,2.38,2.5,6.44,9.69,6.44,5.36,4.19,SLMUH,0
4.26,9.27,1.58,5.07,9.11,6.84,3.07,2.05,DHMUH,1
5.53,7.11,4.27,7.53,4.37,6.2,3.54,4.67,SHMUL,1
3.72,7.58,8.05,9.26,6.17,4.91,4.2,3.62,DHFUL,0
7.55,0.42,2.53,8.12,9.42,4.73,3.55,3.5,SLMUH,0
7.12,7.88,1.37,3.83,5.75,6.44,2.73,6.24,SHMCL,0
7.92,7.49,6.95,3.75,9.18,4.56,2.61,3.93,SHFCH,0
1.97,1.4,5.18,7.51,9.64,3.82,4.86,6.33,DLFUH,1
7.43,2.09,4.23,5.5,7.74,6.47,4.06,3.76,SLMUL,1
1.37,1.58,3.0,2.64,5.41,4.36,5.24,5.94,DLMCL,0
3.74,7.46,7.63,2.23,9.19,4.18,5.41,3.84,DHFCH,0
6.47,8.0,2.22,2.83,9.95,4.15,3.33,5.58,SHMCH,0
0.43,7.18,4.12,2.28,10.0,5.97,3.37,4.56,DHMCH,0
2.78,6.12,6.87,3.84,7.95,4.2,5.01,4.2,DHFCL,1
7.78,1.15,6.47,7.67,9.36,3.94,3.81,4.87,SLFUH,1
3.42,2.2,7.02,7.97,4.77,5.4,3.41,3.68,DLFUL,0
3.23,7.49,5.67,2.61,8.29,6.04,4.63,7.78,DHFCH,1
7.55,3.06,0.64,5.49,9.09,5.8,5.93,7.06,SLMCH,1
7.19,2.12,6.54,7.35,4.66,3.48,7.84,5.7,SLFUL,0
8.2,2.7,1.1,4.11,8.76,4.84,3.88,5.57,SLMCH,1
2.21,7.32,7.47,3.61,9.69,3.41,7.43,4.56,DHFCH,0
2.49,2.62,5.78,6.78,10.0,5.09,5.55,5.2,DLFUH,0
7.18,0.81,2.48,1.6,4.79,4.88,2.44,2.58,SLMCL,0
2.01,6.57,3.11,3.44,10.0,5.32,5.2,5.79,DHMCH,0
7.04,3.14,6.48,2.32,9.27,4.84,3.49,2.22,SLFCH,0
3.42,2.95,3.43,8.25,4.74,2.98,5.63,5.82,DLMUL,0
0.0,1.36,7.37,7.86,8.43,4.92,3.32,5.35,DLFUH,0
0.65,3.87,7.17,2.35,4.66,4.34,4.94,5.66,DLFCL,1
2.46,7.18,6.79,6.94,6.05,5.46,5.26,4.61,DHFUL,0
6.09,7.33,1.77,2.88,5.27,5.48,5.36,7.37,SHMCL,0
5.34,1.92,8.53,5.82,8.61,4.63,7.03,4.44,SLFUH,1
6.98,7.83,6.77,7.41,10.0,4.22,6.5,6.14,SHFUH,1
1.74,4.03,5.03,8.04,9.35,6.26,5.21,4.14,DLMUH,1
6.85,3.05,2.69,1.05,4.96,5.39,3.65,5.28,SLMCL,0
8.06,2.67,1.72,9.35,4.79,6.16,1.37,6.91,SLMUL,0
6.21,6.47,2.55,2.87,8.48,5.75,3.77,6.92,SHMCH,0
3.18,7.3,0.31,0.96,10.0,3.36,7.14,3.6,DHMCH,0
6.3,5.62,3.6,8.47,9.02,4.18,3.52,4.02,SHMUH,1
7.86,6.11,3.94,2.36,5.17,8.49,7.27,4.54,SHMCL,0
8.4,8.31,2.45,7.23,4.93,4.84,4.88,4.72,SHMUL,0
7.25,6.9,4.12,6.4,9.91,5.79,2.63,3.75,SHMUH,0
1.69,1.87,1.54,7.04,9.87,7.57,2.41,3.07,DLMUH,0
7.21,8.33,7.57,3.97,8.55,2.46,6.15,6.3,SHFCH,0
1.51,8.69,7.85,7.27,5.38,5.01,5.57,3.77,DHFUL,0
2.97,7.47,7.09,2.42,10.0,4.34,4.29,2.44,DHFCH,0
8.17,3.62,5.76,0.54,5.42,2.51,5.46,3.67,SLFCL,1
7.13,2.87,4.25,6.37,10.0,3.19,4.81,6.83,SLMUH,1
6.8,7.41,0.9,2.64,5.27,4.66,2.58,6.48,SHMCL,0
5.85,2.21,8.82,7.96,6.21,5.27,8.67,5.27,SLFUL,0
3.9,2.93,2.39,7.25,8.46,7.01,4.52,5.76,DLMUH,0
1.52,8.6,3.5,2.87,10.0,5.32,5.83,4.53,DHMCH,0
7.88,1.87,1.87,3.72,9.88,3.47,5.27,1.44,SLMCH,0
6.67,2.09,7.59,3.5,4.64,2.24,2.13,3.11,SLFCL,0
2.86,1.35,6.61,5.29,5.34,3.18,5.2,5.56,DLFUL,0
1.95,7.92,8.23,1.13,10.0,4.75,4.86,5.04,DHFCH,0
6.3,2.25,7.91,9.08,9.34,5.83,6.32,4.71,SLFUH,0
5.13,3.85,4.92,7.41,3.84,3.02,6.92,3.82,DLMUL,1
7.91,2.84,2.1,6.71,8.92,5.12,2.87,8.53,SLMUL,1
6.06,5.31,8.86,1.76,4.62,5.92,1.51,2.21,SLFCL,1
6.16,4.93,8.18,5.33,10.0,5.03,6.16,5.44,SLFUH,1
7.08,2.24,6.43,8.25,9.37,4.05,4.51,5.53,SLFUH,0
7.9,1.82,7.33,4.48,9.65,6.3,5.81,5.41,SLFCH,0
7.25,3.24,3.28,6.13,4.85,4.46,2.95,3.79,SLMUL,1
8.54,8.3,8.52,0.0,10.0,5.95,8.69,3.83,SHFCH,0
6.91,8.63,6.72,6.68,9.52,5.06,3.82,7.98,SHFUH,0
7.83,7.69,6.49,3.05,5.15,5.83,4.94,5.62,SHFCL,1
6.12,0.69,1.77,2.22,8.99,7.44,5.03,5.27,SLMCH,1
2.21,8.26,3.37,7.14,5.2,6.77,7.84,6.11,DHMUL,0
3.01,3.28,8.79,6.96,5.56,7.04,2.54,5.92,DLFUL,0
9.45,1.83,3.4,8.66,5.42,3.56,7.11,6.84,SLMUL,0
2.24,1.29,6.74,6.3,4.89,4.94,6.07,4.06,DLFUL,1
8.05,0.0,3.14,1.94,9.77,4.98,4.71,4.85,SLMCH,0
1.51,8.72,1.3,4.0,9.46,6.55,5.92,5.69,DHMCH,1
3.91,8.09,7.47,3.04,9.66,5.53,4.69,3.95,DHFCH,0
3.63,5.13,7.23,1.2,9.27,8.86,6.17,4.6,DHFCH,1
4.33,4.7,1.67,6.65,4.95,5.92,6.88,5.46,SHMUL,1
3.11,6.96,1.55,10.0,4.57,5.15,2.76,5.17,DHMUL,0
7.62,6.05,8.44,3.33,9.62,4.34,5.16,4.11,SHFCH,1
2.4,6.32,7.46,5.18,8.58,6.78,5.55,4.47,DHFUH,0
5.37,3.66,6.73,5.07,4.55,4.24,4.54,4.26,SLFCL,1
2.79,2.66,5.59,3.18,4.78,5.35,6.31,4.16,DLFCL,1
5.93,3.14,1.96,3.65,3.56,3.82,2.47,3.76,SLMCL,0
6.48,0.64,2.6,3.43,6.08,5.77,4.44,3.66,SLMCL,0
1.35,6.02,1.88,1.12,8.47,5.93,4.99,4.28,DHMCH,1
2.49,6.98,7.61,8.17,9.29,6.35,3.09,6.76,DHFUH,0
7.19,7.02,1.17,8.28,10.0,4.96,4.54,5.65,SHMUH,0
2.07,2.59,5.99,5.8,9.33,7.7,2.31,4.58,DLFUH,1
7.38,2.26,7.76,7.96,10.0,7.11,5.5,7.57,SLFUH,0
0.74,7.34,8.73,1.24,10.0,3.74,5.13,3.17,DHFCH,0
1.89,8.38,2.48,7.46,4.5,4.91,3.85,5.26,DHMUL,0
3.43,1.03,4.13,8.47,9.41,3.21,6.58,5.71,DLMUH,0
7.78,3.27,1.36,1.38,5.27,5.09,5.82,4.72,SLMCL,0
7.12,6.99,2.09,2.25,7.97,6.37,2.4,6.29,SHMCL,1
8.21,3.02,1.91,8.56,8.99,7.01,4.12,4.28,SLMUH,0
2.0,0.63,8.28,0.95,8.73,5.77,6.59,4.76,DLFCH,0
0.62,7.18,1.63,2.62,4.66,4.75,7.82,4.75,DHMCL,0
7.86,8.44,6.78,5.59,5.31,5.73,6.06,3.49,SHFCL,1
2.61,1.24,2.33,8.88,6.01,6.08,3.21,5.74,DLMUL,0
5.01,1.73,1.94,5.79,9.75,2.93,6.26,3.63,DLMCH,0
3.51,7.86,4.28,9.12,5.22,5.69,6.19,3.11,DHMUL,1
4.12,6.54,8.21,4.75,8.1,4.3,6.27,4.49,DHFCH,1
8.81,3.84,3.02,7.04,4.86,3.79,3.51,3.43,SLMUL,0
2.11,6.9,4.15,1.76,8.71,6.19,4.68,8.06,DHMCH,0
6.75,2.72,2.47,7.72,5.3,4.06,7.2,4.6,SLMUL,0
7.75,7.01,1.85,7.63,4.75,3.34,4.5,5.51,SHMUL,0
6.23,1.63,6.69,5.62,10.0,3.6,3.53,3.3,SLFUH,1
1.42,7.87,1.71,7.95,8.67,3.34,5.52,6.5,DHMUH,0
8.6,8.42,7.88,8.77,3.59,4.56,4.54,6.73,SHFUL,0
8.02,2.83,7.68,4.08,9.83,6.25,5.72,4.55,SLFCH,1
4.13,7.7,7.2,7.35,8.91,5.08,5.69,3.71,DHFUH,1
3.94,9.19,3.29,7.83,10.0,4.62,4.41,4.81,DHMUH,0
3.48,1.57,3.37,7.66,4.94,5.61,5.4,4.54,DLMUL,1
7.59,9.29,2.86,3.46,4.57,3.72,5.69,6.48,SHMCL,0
8.84,2.18,8.34,8.93,8.85,4.76,1.79,4.73,SLFUH,0
8.35,5.94,7.92,1.76,8.72,4.51,3.59,5.7,SLFCH,0
7.49,7.06,4.05,2.18,9.47,8.71,4.71,5.83,SHMCH,0
4.9,7.05,8.36,6.01,10.0,6.56,6.59,4.38,DHFUH,1
8.39,1.7,2.5,8.21,9.01,6.64,5.11,4.75,SLMUH,0
2.32,4.4,3.32,2.11,5.31,4.6,4.82,6.24,DLMCL,1
6.59,3.28,6.05,8.74,4.75,2.9,7.39,4.9,SLFUL,0
7.92,2.12,7.65,1.47,9.24,4.52,3.13,5.58,SLFCH,0
3.72,6.99,2.76,7.73,10.0,4.8,6.24,2.44,DHMUH,0
8.12,2.16,5.26,3.06,5.0,8.9,5.33,7.15,SLMCL,1
5.62,1.37,9.22,8.19,9.54,7.8,7.94,4.95,SLFUH,0
2.07,10.0,8.06,2.04,5.28,3.48,7.26,4.01,DHFCL,0
5.06,2.23,7.22,4.37,9.06,5.52,4.13,4.12,SLFCH,1
1.89,7.46,7.63,2.08,9.82,3.57,3.56,5.56,DHFCH,0
2.46,8.05,1.06,2.75,9.46,6.84,4.19,4.64,DHMCH,0
2.08,2.17,1.2,3.9,8.65,4.7,6.57,4.95,DLMCH,0
2.93,4.14,9.19,1.14,9.29,2.65,7.28,6.52,DLFCH,0
1.62,2.01,2.5,2.62,8.48,4.65,6.19,4.43,DLMCH,0
2.61,7.88,1.94,8.83,9.85,3.66,7.82,5.15,DHMUH,0
3.86,1.77,2.97,1.66,9.96,3.46,5.06,5.08,DLMCH,0
7.63,2.87,5.68,5.05,7.78,6.45,4.46,4.27,SLMCL,1
3.56,7.41,1.39,5.05,8.85,4.9,5.52,5.4,DHMCH,0
1.42,7.54,8.35,5.56,4.77,6.51,2.82,5.34,DHFUL,0
4.73,4.22,7.52,7.33,8.99,5.5,4.57,3.64,DLFUH,1
7.66,8.57,1.68,8.95,10.0,4.36,3.34,2.83,SHMUH,0
0.8,8.93,4.06,8.25,7.75,4.75,3.7,6.85,DHMUL,1
2.39,7.45,8.21,2.43,4.32,4.79,5.1,5.17,DHFCL,0
6.9,4.43,7.15,7.63,4.71,7.48,4.84,5.22,SLFUL,0
3.23,7.67,1.11,7.31,4.1,4.92,2.52,5.79,DHMUL,0
3.62,2.41,6.39,3.69,5.38,3.1,7.67,5.99,DLFCL,0
4.9,5.28,2.19,1.46,9.55,5.71,2.81,3.66,DLMCH,1
8.6,2.9,2.71,8.7,5.28,5.1,7.22,5.17,SLMUL,0
3.48,6.13,7.25,7.6,4.7,5.42,8.85,4.82,DHFUL,0
1.18,6.46,6.97,8.64,4.98,4.27,6.84,7.33,DHFUL,0
8.21,8.27,3.9,3.23,8.7,8.01,6.6,4.24,SHMCH,0
2.8,6.76,7.53,0.9,5.85,3.98,8.05,4.95,DHFCL,0
4.43,3.13,2.78,6.05,4.56,6.05,9.27,4.44,DLMUL,1
2.62,6.87,3.76,4.02,10.0,4.39,3.57,6.92,DHMCH,0
2.77,6.76,4.08,7.86,5.43,4.86,6.62,5.01,DHMUL,1
3.53,7.45,7.47,1.92,5.07,5.48,3.82,4.81,DHFCL,0
4.34,3.07,3.23,2.77,10.0,5.78,7.64,5.78,DLMCH,1
3.12,7.73,6.12,2.81,9.17,5.32,5.08,5.71,DHFCH,0
4.63,7.56,2.61,2.09,7.36,2.68,5.98,4.58,DHMCL,1
1.76,5.97,2.51,2.27,10.0,3.35,3.44,3.46,DHMCH,1
1.14,1.11,6.29,2.51,10.0,4.1,4.28,4.68,DLFCH,0
1.31,2.66,4.15,7.32,5.27,5.82,3.45,5.77,DLMUL,0
3.62,5.79,6.63,4.25,7.96,4.45,4.37,6.73,DLFCH,1
2.61,7.86,7.19,6.5,9.03,4.18,3.94,6.99,DHFUH,0
5.31,2.05,7.57,1.2,6.02,6.68,5.45,2.98,DLFCL,0
2.98,2.24,5.39,3.27,5.73,5.97,3.68,6.01,DLFCL,0
2.36,3.57,2.66,2.34,4.38,2.49,4.27,4.92,DLMCL,0
1.96,6.34,1.54,2.94,7.45,4.69,5.16,8.67,DHMCL,1
4.07,0.67,7.56,2.52,10.0,6.96,4.72,6.22,DLFCH,1
7.18,2.51,2.7,6.16,4.19,2.69,3.67,3.55,SLMUL,1
6.48,7.78,7.4,0.37,9.27,6.75,4.32,4.75,SHFCH,0
5.55,5.65,6.74,7.4,9.03,3.42,5.1,8.65,SHFUH,1
2.41,2.07,6.54,9.56,4.89,8.17,7.09,2.39,DLFUL,0
1.86,6.79,8.92,9.41,9.57,4.6,4.1,5.0,DHFUH,0
9.61,8.25,6.47,7.73,9.96,4.66,6.26,6.22,SHFUH,0
7.72,6.36,3.81,2.69,9.1,4.75,4.21,6.97,SHMCH,0
7.22,4.05,7.06,2.6,5.68,8.16,4.13,4.97,SLFCL,0
7.97,5.94,6.93,3.93,8.87,3.88,5.02,5.42,SHFCH,0
8.32,6.79,8.55,0.98,4.25,6.06,7.51,5.74,SHFCL,0
7.11,5.56,0.93,4.59,3.94,6.13,5.19,8.58,SHMCL,1
7.41,2.74,4.97,9.12,10.0,5.25,8.89,3.98,SLFUH,1
4.43,3.0,2.8,7.74,8.73,6.43,1.33,4.12,DLMUH,0
6.16,2.51,3.07,3.41,9.04,5.03,5.28,7.32,SLMCH,0
7.55,4.91,8.93,3.68,9.96,7.65,2.84,7.06,SLFCH,0
3.15,2.43,3.08,2.32,9.03,5.17,3.11,5.81,DLMCH,0
0.45,2.45,1.66,1.28,4.47,4.5,6.37,3.01,DLMCL,0
0.36,7.28,7.53,8.05,10.0,5.28,3.64,2.27,DHFUH,0
4.89,6.44,5.6,3.79,4.5,4.97,4.12,5.4,DHFCL,0
2.89,3.51,7.89,7.55,4.83,5.55,4.53,6.3,DLFUL,0
8.89,7.85,2.47,8.34,5.68,3.76,4.88,2.27,SHMUL,0
1.96,3.47,2.78,7.8,9.43,3.82,3.55,7.59,DLMUH,0
6.93,2.58,7.9,7.89,9.45,4.02,4.17,3.3,SLFUH,1
7.89,7.78,2.01,8.33,4.06,4.9,4.15,3.98,SHMUL,0
8.23,4.47,3.87,6.51,10.0,5.95,5.51,4.38,SLMUH,1
1.14,1.9,2.14,8.29,9.18,4.36,2.88,5.73,DLMUH,0
8.13,3.1,8.75,5.31,3.97,3.89,4.08,3.72,SLFCL,0
4.49,5.88,4.91,9.56,4.46,8.08,2.83,3.78,DHFUL,1
1.31,7.26,2.69,6.8,5.86,6.36,5.44,7.69,DHMUL,0
8.15,8.23,2.79,2.69,9.56,4.14,5.49,8.04,SHMCH,0
4.37,1.92,7.22,5.79,5.29,7.16,6.1,6.44,SLFUL,1
1.74,4.91,2.59,0.92,9.3,4.74,2.82,4.09,DLMCH,1
2.2,2.34,7.05,3.31,9.88,6.75,4.5,6.8,DLFCH,0
1.11,1.87,3.58,7.86,4.82,5.67,4.91,5.02,DLMUL,0
8.25,6.39,3.48,2.41,8.91,7.0,7.19,5.4,SHMCH,0
2.4,9.07,8.51,7.79,9.04,3.76,7.96,3.49,DHFUH,0
5.51,4.74,4.62,8.89,4.85,5.01,6.33,6.68,SLMUL,1
7.52,8.06,2.91,1.99,9.68,7.25,5.31,2.55,SHMCH,0
0.63,6.25,7.61,8.48,4.66,7.36,3.92,4.64,DHFUL,0
3.41,6.74,4.0,6.64,9.8,6.55,5.68,2.94,DHMUH,0
3.07,3.04,7.28,1.41,9.84,5.92,6.34,5.47,DLFCH,0
8.08,1.5,3.78,6.66,5.17,2.54,1.94,5.48,SLMUL,0
7.78,3.5,7.37,2.57,5.34,3.54,6.11,6.23,SLFCL,0
7.7,1.41,2.9,2.56,4.22,4.92,4.88,7.7,SLMCL,0
